Username,Handle,Timestamp,Comments,Likes,Retweets,Text
michaela onyenwere,@monyenwere_,2021-05-05T23:30:33.000Z,Super excited to announce that I’ve officially joined the #Nike Family! ,13,110,1.2K
Ola's Collections,@olaventure19,2021-05-10T12:08:41.000Z,"1st & 2nd frame available in size 38 to 42

Nike size 41-45

#Olas 
#Olaventures 
#Nike",,3,2
Roy Bahadorani,@Sil3ntGhost,2021-05-08T01:23:25.000Z,"SHEEEEEEESH 
 #nike #airmax90 #snkrs",,1,8
mast€r mike,@Lycramen1,2021-05-10T10:37:00.000Z,"After #gym
#nike
#adidas",,,9
Ads,@Nemo1985G,2021-05-11T06:52:50.000Z,"Cause & effect.. Nikes & 
.. #niketns #nike #sneakersniffer #humanpuppyplay",1,1,15
applesandchecks,@chexovrstripess,2021-05-11T10:07:34.000Z,1 year workout streak with the NTC app #nike #justdoit,,,1
Nino Brown,@MrBrownXCI,2021-05-11T15:20:14.000Z,"Glad I picked up a pair of these, highly underrated #aj1 #jordans #nike",,,1
Chris Colgan,@chriscolgan,2021-05-08T17:53:46.000Z,Nike Air Jordan 1 “AJKO” drops next week #snkrs #nike,,,4
MIKA,@TheRealMikaHAM,2021-05-09T06:05:56.000Z,"You know your purpose in life, rubbergimp! 
#gay #rubber #rubbergay #sneax #lick #sniff #nike #niketn #mxgear #nippleclamps 
@boundrubberboiboundrubberboi",2,20,189
MIKA,@TheRealMikaHAM,2021-05-10T05:54:03.000Z,"Good morning guys! 
#nike #niketn #tn3 #whitesox #sox #trainers #proll #scally #sneax 
@sk8erboy_shopSK8ERBOY
 The official Account and MIKA",1,11,167
emmegraphic™,@emmegraphic_,2021-05-08T22:35:44.000Z,"| Brooklyn Nets
| throwback-inspired jersey concept

#BrooklynTogether
| Thoughts on this? 
#Nets #BrooklynNets #Nike #NikeBasketballBrooklyn Nets and 4 others",,15,63
Mohamed Osman,@M_Osman_86,2021-05-11T00:51:15.000Z,"Monday or not, you gotta always be on fire 
 Have an awesome week everyone 
 #kotd #aj4 #Pharmacist #sneakerhead #yoursneakersaredope #fire #red #ShotOnIphone #sneakers #Jordan #nike",,1,23
Leon Paul III,@TheCoachPaul7,2021-05-11T01:08:24.000Z,"Lancaster I promise you will get my all!! The family atmosphere and the genuine love and support is surreal! I am honored to be able to serve this community!
#WeboSpeed
#Nike ",,2,42
Foot Locker,@footlocker,2021-05-10T21:00:03.000Z, of the court! #Nike Lebron 18 'University Gold' launches 5.13 in mens and kids sizes.,2,8,70
Scottsdale Golf,@scottsdalegolf,2021-05-04T18:30:25.000Z," WIN 
The latest #NIKE shoes are incoming and to celebrate we're giving away a pair of the winners choice 
To Enter:
1. FOLLOW US 
⠀
2. LIKE & RT post 
3. TAG 3 mates 
50 bonus entries by FOLLOWING US on Instagram 
 https://buff.ly/2ufXyOL 

Drawn 01/6/21",386,448,446
Kode,@Kode_France,2021-05-11T07:14:12.000Z,Rt for #Nike like for #Adidas,,3,2
DirtyFckr,@kinksnsneaks,2021-05-06T19:30:34.000Z,Quick under the desk shot #airmax95 #sneakers #sneakerhead #sneakeraddict #airmax #nike #socks,,11,156
Aakarsh Sharma,@Aakarsh_UX,2021-05-09T14:35:40.000Z,"Nike Store UI Concept. Reviews are appreciated as always.

#interface #interfacedesign #uidesign #uidesigner #ui #appdesign #ux #uxdesign #usdesigner #dribbble #dribbbleshot #behance #userinterface #nike #nikestore",,,4
Chris Colgan,@chriscolgan,2021-05-10T14:41:17.000Z,Nike “UNC dunks #nike,1,,3
Alvin Kaipo Molino Dial,@AlvinKaipo,2021-05-10T15:04:04.000Z,"Day #1422 in a row and 129/365days in the books 
 and completed 
 another week of running 
 on this Sunday afternoon Mother’s Day  and this run was for my Nanay too, she is the epitome of hard work 
. #nike #nikerunning #niketrainingAlvin Kaipo Molino Dial and 6 others",,,2
urja,@jasminegweentea,2021-05-07T02:29:05.000Z,"Turbo greens and Hyper Royals 
 #nike #AirJordan1 #NoCropArt",,1,2
stelio kontos,@ayegeefollowme,2021-05-10T17:31:28.000Z,"Checks to wear checks 
 #nike #bigmanmonday #plussizemenswear",1,13,31
AsimRiazNews,@AsimRiazNews,2021-05-11T09:14:35.000Z,"#AsimRiaz's latest Insta story :
Worldwide brand #Nike is realeasing special edition shoes for #AsimRiaz's #BackToStart 
BACK TO START POSTER OUT",,15,4
Emmy nguyen,@r2pWMavolRQmcxx,2021-05-09T13:45:06.000Z,"#Nike Dunk Low WMNS “Barely Green”
Color: Sail/Crimson Tint-Barely Green-White
Style Code: DD1503-104
Release Date: May 21, 2021
Price: $100
=>>http://bit.ly/2iTeUH7",,2,4
RLCJ248,@RLCJ248,2021-05-10T04:15:29.000Z,"Was blessed with the 
 dunks 
#Nike",,,1
Alvin Kaipo Molino Dial,@AlvinKaipo,2021-05-11T03:35:01.000Z,"Day #1423 in a row and 130/365days achieved 
 by running 
 10k in the NW Bakersfield area on this Monday morning motivation to start the week. #nike #nikerunning #niketrainingAlvin Kaipo Molino Dial and 6 others",,,4
岡山青木,@Healer_LINK,2021-05-06T16:38:39.000Z,"#dunkab #nike

Nike Dunk SB ""TV Signal"" Unpacking in kind",,,1
Tiffany Reign,@MorgieTiff,2021-05-08T07:27:38.000Z,Yesterday's attire #nike #nikedunk,,,1
Emmy nguyen,@r2pWMavolRQmcxx,2021-05-09T14:35:20.000Z,"#Nike PG 5 “PlayStation 5”
Style Code: -
Release Date: May 27, 2021
Price: $120
=>>http://bit.ly/2iTeUH7",,1,4
Disco Daddy,@thediscodaddy,2021-05-10T14:26:38.000Z,Real Parties...excited much #sponsoredbynike #nike #discodaddy #kidsparties #kidsparty #shropshire #westmidlands,,,1
Pat.R87,@R87Pat,2021-05-04T06:20:07.000Z,Welcome Nike TN2 #sneaker #Nike #niketn,,1,1
julius,@stockswiper69,2021-05-05T21:26:41.000Z,"Loving this color way 
 #sacai #nike",,,
DigiSlice®,@DigiSliceX,2021-05-03T23:46:01.000Z,"Nike WMNS Air Force 1 “Shadow Cashmere” will reportedly release in the coming weeks for $110

Sponsored by 
@SweetStreetWear
#nike #nikewmns #airforce1 #shadowcashmere #sneakers #streetwear #fashion #sneakernews #sneakerscouts #sneakerheads #women",,14,14
STYLE POINTS CLUB,@STYLEPOINTSCLUB,2021-05-10T17:35:49.000Z,AMBUSH x #NIKE Dunk High “Deep Royal Blue. ,1,1,9
Shel Levy,@Shelshots_,2021-05-09T22:41:22.000Z,"All whites go with everything 
-
-
-
-
#af1 #nike #influencer #influencerstyle #hype #thrasher #sneakerhead #kicksonfire #explorepage #explore #anothersneakerchannel",,,1
Alvin Kaipo Molino Dial,@AlvinKaipo,2021-05-06T04:00:29.000Z,"Day #1418 in a row and 125/365days successfully did a run 
 of 5miles on this hot 
 Cinco De Mayo afternoon from my casa 
 to Madison Grove area. #nike #nikerunning #niketrainingAlvin Kaipo Molino Dial and 6 others",1,,2
Jake Angel,@JakeAngel19,2021-05-09T16:07:40.000Z,"#Nike fan art of #ZackSnydersJusticeLeague
! I really want all of this.
#RestoreTheSnyderVerse",,1,8
shoespeaknet,@shoespeaknet,2021-05-10T01:56:51.000Z,Nike Women's Air Max 270 React SE Tortoise Shell Running Shoes #Nike #airmax,,,
3rddownandgoal,@3rddownandgoal,2021-05-08T13:40:47.000Z,"Check out Chicago Bears #29 Tarik Cohen Womens NFL Nike On Field Jersey Blue Size M New #Nike https://ebay.us/OWoq48 via 
@eBayChicago Bears #29 Tarik Cohen Womens NFL Nike On Field Jersey Blue Size M New
Chicago Bears #29 Tarik Cohen Nike On Field jersey. 100% recycled polyester, machine wash inside out.
ebay.com",,6,5
Geekz In The City,@GeekzC,2021-05-07T20:55:00.000Z,"Not gonna lie these kicks got heat!

PS5 Nike Sneakers are going to be available at $120 on 5/27 #PlayStation5 #nike",,,1
Alvin Kaipo Molino Dial,@AlvinKaipo,2021-05-09T03:28:41.000Z,Mood. It was a MUST. #passion #nike #taylormadegolfAlvin Kaipo Molino Dial and 4 others,,,
Wincate Mukami,@WincateMukami17,2021-05-10T07:09:12.000Z,"On sale
#NIKE
#พลอยเฌอมาลย์
#YavsakAli
#fashion
#Shoes",,,3
Brad Waggoner,@CoachWaggonerGT,2021-05-07T16:13:57.000Z,"New Nike Jerseys have arrived. #MountainTough #Nike 
@themtnthicket
 @GPHSHighlanders",4,20,114
PACHI-YELLOW,@pachiyellow,2021-05-06T09:59:37.000Z,"STUSSY x NIKE AIR FORCE1 

#NIKE #STUSSY #AF1",,,25
Minda Harts,@MindaHarts,2021-05-09T09:52:15.000Z,"Finally able to wear my sneakers somewhere other than the grocery store 
 #nike",3,,46
Jade Horgan,@Jadehorganx,2021-05-08T15:20:52.000Z,My little precious #nike,,,1
おなえ,@eeekstasishi3,2021-05-10T15:15:09.000Z,"21'S/S week11

Supreme®/Nike® Air Max 96

Supreme®/Nike® Lightweight Crew Socks

#Supreme #Nike #AirMax96",,,
Julee Mizuki ,@JuleeMizuki,2021-05-09T15:31:31.000Z,"Happy birthday hubby 
#advancebirthdaypresent #applewatch6 #nike",,,
Webtalk,@GabrielsChrista,2021-05-11T01:30:02.000Z,"https://buff.ly/3f7LdzY …, here is your personal invitation link to become a member of the exclusive fashion community BestSecret. Simply click to register and start shopping
#lookoftheday #nike #lookbook #swag #vintage #florida #mensfashion #designer #instagood #fashiondiaries",,,2
It'sJr,@galacticncrazy,2021-05-07T01:47:41.000Z,"Just got my new kicks, what do yall think?
#NewShoes #Kicks #Nike",1,,1
Londonparis4493,@Londonparis4492,2021-05-05T22:14:17.000Z,"Tennis family 
Dreams don’t work unless you do.
•
•
•
L&P
#tennis #tennisgirls #twins #squadgoals #Nike #niketennis #WednesdayMotivation #netgeneration #love",,,10
Click here.,@ItsDejae,2021-05-07T12:45:14.000Z,"So I got lucky and finally hit for the Travis Scott 6s on Snkrs and tell why it got “lost” in transit, Nike saying it left their warehouse but Fedex said they never got it. So where the hell is my shit!!????? I’m heated like bro....
#nike #fedex #TravisScott",5,,3
Ruth,@Ruth_Ann_Amelia,2021-05-04T12:49:14.000Z,"Blazing the trail..... 

#Wonho #NikeWONHO Official and Nike",1,,3
Footpatrol London,@Footpatrol_ldn,2021-05-04T15:03:29.000Z,"Nike Wmns Air Max 95 'Chile Red/Coconut Milk'. Available online. Sizes range from UK3.5 - UK6.5, priced at £155. Shop Now: http://bit.ly/3eQIGtK #Nike #AirMax #AirMax95",1,,5
Cam,@_okcdl,2021-05-10T21:14:35.000Z,"ain't got room for 
istakes 

Air Jordan 9 'University Gold' 
#AirJordans #Sneakerhead #NikeNike and 2 others",,,
Loves Yeezy,@YeezyLoves,2021-05-10T01:47:50.000Z,"#Nike Dunk Low WMNS “Photon Dust”
Color: White/Photon Dust-White
Style Code: DD1503-103
Release Date: May 19, 2021
Price: $100
=>>http://bit.ly/2iTeUH7",,,1
Ravenous,@RoscoeGerm,2021-05-06T03:06:59.000Z,"#wnba
 #nike #wnba
 nikegrip QUICK. IT MEEEEE 
 #sockgame",1,,3
Priddys hard football club,@PriddysC,2021-05-07T19:56:15.000Z,Home shirt cant wait for sunday #priddyshardfootballclub #theanchors #nike,,,2
pesosaver,@pesosaveronline,2021-05-04T01:29:11.000Z,"Nike Team Authentic #OhioState #Buckeyes #NCAA  Football Jersey #Nike https://ebay.us/GqNc6s via 
@eBay
 #ebay #ROCteamNike Team Authentic Ohio State Buckeyes #13 Mens Size L NCAA Football Jersey
Approximate Sleeve Length - 13"". Approximate Length - 31"". Approximate Shoulder Seam To Shoulder Seam - 24"". Overall, Good Condition.
ebay.com",,10,8
Sean,@SeanEubanks001,2021-05-10T03:54:31.000Z,"#shoes #nike 

I kid you not I wore 3 diff kicks & fits today 
 

Was out here playing dress up but aye. I wanted to wear’m all 
Love’m all. 

For me: TS6 > AMM 3’s > 85 NG",1,,13
Businesblog,@Businesblog5,2021-05-05T19:49:16.000Z,PS5 designer helps Nike with latest Paul George sneakers https://businesblog.com/ps5-designer-helps-nike-with-latest-paul-george-sneakers/… #PS5 #Nike,,2,6
Prince DJ,@Prince7Dj31,2021-05-09T08:36:57.000Z,#nike #vsp can’t wait to rock my new glasses,,,
Sneakers Treasure,@hknbuzz,2021-05-04T13:23:34.000Z,"Concepts x #Nike Kyrie 7 “Horus”
Style Code: CT1137-900
Release Date: May 7, 2021
Price: $150
=>http://bit.ly/2hwa5oe
=>http://bit.ly/2tmnWmd",,4,7
Luxury Madu,@LuxuryMadu,2021-05-09T10:13:29.000Z,"COMING SOON 
• • • Worldwide Shipping Via DHL.
#shopluxurymadu #nike",,,
Stacey,@MissC_theNQT,2021-05-09T10:05:29.000Z,"Another pair of trainers I absolutely didn’t need 
 couldn’t resist that bit of leopard print! 
 #treatyoself #nike",19,1,206
コーイチロー,@koichiro5160,2021-05-05T06:24:49.000Z,"NIKE Vaporfly NEXT% 2
#NIKE",,1,6
Nikefootball,@Nikefoo15060522,2021-05-06T14:37:56.000Z,What style do you prefer #football #Nike,,,1
Jake JD,@IT0nic,2021-05-05T11:02:11.000Z,"Exclusive #Nike #PlayStation5 Trainers 
 Tell me they look sexy.",,1,1
LOVE sneakers,@LOVEsneakers9,2021-05-10T15:59:57.000Z,"My favorite kicks
 #パラノイズ #paranoise #snkrs
 #nike  #airforce1",,,3
Adam Mcnee,@vzzzzbucks,2021-05-11T05:38:28.000Z,"@RonLouis_
  Day 422 Tweeting these amazing sneakers daily so they get even more attention has they are so unique #Nike #airforce1 #oneofakind #shoeoftheyear #artwork #masterpiece #sneakerhead #Collections #Shoes #NikeSnkrs #MondayVibes",,,3
,@mrgreenhemp,2021-05-11T15:51:21.000Z,Next stuff on the list. So many things to buy but very little money. #nafsu #nike #dior #stussy #sbdunk #aj1retro,,,
Ray Alan Price,@raymondaprice,2021-05-10T22:14:12.000Z,About a month ago I was lucky to create a custom pair of Nike Dunks. I went with a Lakers color way. These turned out really good. #nikebyyou #nike #sneakerhead,1,,
Sango,@orihika3,2021-05-09T23:37:39.000Z,"Culture
#90s #vintage #poloralphlauren #tommyhilfiger #nike #dunk #losangeles #california #sneakers #sneakerhead #kobebryant #nba
 #basketball #blackmamba #90年代 #古着 #ラルフローレン #トミーヒルフィガー #ナイキ #ダンク #スニーカー #コービーブライアント #ロサンゼルス",,1,4
Miranda (OG Account),@phearlissdreama,2021-05-10T18:27:50.000Z,"OMGGGG 
She changed our LIVES FOREVER 

#BlackTwitter 
#nike 
#BlackLivesMatterQuote Tweet
Complex Sneakers
@ComplexSneakers
 · May 9
Michael Jordan originally wanted to sign with Adidas, but his mother Deloris made him take a meeting with Nike and changed our lives forever. Happy Mother’s Day ",,,1
shoespeaknet,@shoespeaknet,2021-05-10T02:09:58.000Z,Nike Air Max 270 React SE white/blue/grey DA2400-800 #shoes #Nike #asics,,,
DubTales,@TalesfromtheDub,2021-05-07T22:56:55.000Z,"Nice #MailCall for this week!! 
 #supreme #nike",,,
inxxofficial,@inxxofficial,2021-05-11T09:00:54.000Z,"In 2006, inspired by the Powerwall legend ""lemonade"", Nike created another air max 1. All are reworked in a new soft pink, Strawberry Lemonade themed palette. Soft yellow accents appear throughout, completing the last nod of modeling inspiration.#Sneakers #nike",,,1
Jay Coles Photography,@JayColesPhotog1,2021-05-07T07:19:33.000Z,"Today we went for speed. For the lovers of the metric system out there - 4:50mpk for 4.2km 
 #nike #nikerunning #nrc #running #speed",,,2
Sneakers Treasure,@hknbuzz,2021-05-04T13:24:52.000Z,"Supreme x #Nike Air Max 96
Color: Black/Speed Red-Clear
Style Code: CV7652-002
Release Date: May 6, 2021
Price: $190
=>http://bit.ly/2hwa5oe
=>http://bit.ly/2tmnWmd",,4,6
Kat Lincoln,@kat_lincoln1,2021-05-10T19:43:09.000Z,The Wave video coming soon!! #indieartist #radmediaent #geelahthechef #TheWave #gradchallenge #classof2021 #newmusic #subaru #nike #commercial,,,
Nino Brown,@MrBrownXCI,2021-05-11T06:08:09.000Z,"Some new heat #aj1 #nike #sneakers 
@Nike",,,1
REGOLITH (Buzz Brats),@Regolith03,2021-05-10T10:10:01.000Z,"New kicks

#nike
#airmax",,,2
JAS,@kickit_withmee_,2021-05-08T21:00:39.000Z,Have a Nike day Air Force 1 #kotd #nike,,1,1
ForrestDAY11,@ForrestDay11,2021-05-11T06:45:30.000Z,"#nike drop 59%
#adidas  drop 78%
#李寧 up 800%",1,,
